area_label,naics_custom,naics_custom_label,measure,yr,lvl,gyy,dyy,hover_label
Bellevue,"11, 21",Mining and Logging,Mar Employment,2004,70,-0.11392405063291144,-9,"Bellevue<br>2004: 0.1k, -11.4%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2005,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2006,13,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2007,14,0.07692307692307687,1,"Bellevue<br>2007: 0.0k, 7.7%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2008,11,-0.2142857142857143,-3,"Bellevue<br>2008: 0.0k, -21.4%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2009,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2010,16,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2011,14,-0.125,-2,"Bellevue<br>2011: 0.0k, -12.5%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2012,25,0.7857142857142858,11,"Bellevue<br>2012: 0.0k, 78.6%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2013,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2014,29,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2015,30,0.034482758620689724,1,"Bellevue<br>2015: 0.0k, 3.4%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2016,55,0.8333333333333333,25,"Bellevue<br>2016: 0.1k, 83.3%"
Bellevue,"11, 21",Mining and Logging,Mar Employment,2017,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2018,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2019,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2020,NA,NA,NA,NA
Bellevue,"11, 21",Mining and Logging,Mar Employment,2021,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2000,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2001,1690,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2002,1496,-0.11479289940828408,-194,"Bellevue<br>2002: 1.5k, -11.5%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2003,1642,0.09759358288770059,146,"Bellevue<br>2003: 1.6k, 9.8%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2004,1794,0.09257003654080398,152,"Bellevue<br>2004: 1.8k, 9.3%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2005,1821,0.015050167224080369,27,"Bellevue<br>2005: 1.8k, 1.5%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2006,1360,-0.25315760571114776,-461,"Bellevue<br>2006: 1.4k, -25.3%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2007,1405,0.03308823529411775,45,"Bellevue<br>2007: 1.4k, 3.3%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2008,1423,0.012811387900355964,18,"Bellevue<br>2008: 1.4k, 1.3%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2009,1314,-0.0765987350667604,-109,"Bellevue<br>2009: 1.3k, -7.7%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2010,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2011,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2012,956,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2013,835,-0.12656903765690375,-121,"Bellevue<br>2013: 0.8k, -12.7%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2014,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2015,801,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2016,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2017,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2018,NA,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2019,878,NA,NA,NA
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2020,956,0.08883826879271073,78,"Bellevue<br>2020: 1.0k, 8.9%"
Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2021,957,0.0010460251046024993,1,"Bellevue<br>2021: 1.0k, 0.1%"
Bellevue,23,Construction,Mar Employment,2000,6136,NA,NA,NA
Bellevue,23,Construction,Mar Employment,2001,5962,-0.02835723598435458,-174,"Bellevue<br>2001: 6.0k, -2.8%"
Bellevue,23,Construction,Mar Employment,2002,4854,-0.18584367661858436,-1108,"Bellevue<br>2002: 4.9k, -18.6%"
Bellevue,23,Construction,Mar Employment,2003,4941,0.01792336217552526,87,"Bellevue<br>2003: 4.9k, 1.8%"
Bellevue,23,Construction,Mar Employment,2004,4691,-0.050597045132564245,-250,"Bellevue<br>2004: 4.7k, -5.1%"
Bellevue,23,Construction,Mar Employment,2005,NA,NA,NA,NA
Bellevue,23,Construction,Mar Employment,2006,6252,NA,NA,NA
Bellevue,23,Construction,Mar Employment,2007,6909,0.10508637236084462,657,"Bellevue<br>2007: 6.9k, 10.5%"
Bellevue,23,Construction,Mar Employment,2008,6899,-0.0014473874656245611,-10,"Bellevue<br>2008: 6.9k, -0.1%"
Bellevue,23,Construction,Mar Employment,2009,NA,NA,NA,NA
Bellevue,23,Construction,Mar Employment,2010,4429,NA,NA,NA
Bellevue,23,Construction,Mar Employment,2011,3970,-0.10363513208399189,-459,"Bellevue<br>2011: 4.0k, -10.4%"
Bellevue,23,Construction,Mar Employment,2012,4297,0.08236775818639797,327,"Bellevue<br>2012: 4.3k, 8.2%"
Bellevue,23,Construction,Mar Employment,2013,4330,0.007679776588317422,33,"Bellevue<br>2013: 4.3k, 0.8%"
Bellevue,23,Construction,Mar Employment,2014,5020,0.15935334872979223,690,"Bellevue<br>2014: 5.0k, 15.9%"
Bellevue,23,Construction,Mar Employment,2015,5923,0.1798804780876495,903,"Bellevue<br>2015: 5.9k, 18.0%"
Bellevue,23,Construction,Mar Employment,2016,5946,0.003883167313861291,23,"Bellevue<br>2016: 5.9k, 0.4%"
Bellevue,23,Construction,Mar Employment,2017,6269,0.054322233434241474,323,"Bellevue<br>2017: 6.3k, 5.4%"
Bellevue,23,Construction,Mar Employment,2018,5699,-0.09092359227947044,-570,"Bellevue<br>2018: 5.7k, -9.1%"
Bellevue,23,Construction,Mar Employment,2019,6516,0.14335848394455164,817,"Bellevue<br>2019: 6.5k, 14.3%"
Bellevue,23,Construction,Mar Employment,2020,6827,0.04772866789441377,311,"Bellevue<br>2020: 6.8k, 4.8%"
Bellevue,23,Construction,Mar Employment,2021,6211,-0.09022996923978321,-616,"Bellevue<br>2021: 6.2k, -9.0%"
Bellevue,31-33,Manufacturing,Mar Employment,2000,7265,NA,NA,NA
Bellevue,31-33,Manufacturing,Mar Employment,2001,6258,-0.13860977288368892,-1007,"Bellevue<br>2001: 6.3k, -13.9%"
Bellevue,31-33,Manufacturing,Mar Employment,2002,6264,9.587727708533222e-4,6,"Bellevue<br>2002: 6.3k, 0.1%"
Bellevue,31-33,Manufacturing,Mar Employment,2003,6108,-0.02490421455938696,-156,"Bellevue<br>2003: 6.1k, -2.5%"
Bellevue,31-33,Manufacturing,Mar Employment,2004,6059,-0.008022265880812007,-49,"Bellevue<br>2004: 6.1k, -0.8%"
Bellevue,31-33,Manufacturing,Mar Employment,2005,6164,0.017329592341970512,105,"Bellevue<br>2005: 6.2k, 1.7%"
Bellevue,31-33,Manufacturing,Mar Employment,2006,6291,0.020603504218040136,127,"Bellevue<br>2006: 6.3k, 2.1%"
Bellevue,31-33,Manufacturing,Mar Employment,2007,5606,-0.10888570974407885,-685,"Bellevue<br>2007: 5.6k, -10.9%"
Bellevue,31-33,Manufacturing,Mar Employment,2008,5826,0.039243667499108126,220,"Bellevue<br>2008: 5.8k, 3.9%"
Bellevue,31-33,Manufacturing,Mar Employment,2009,5667,-0.027291452111225523,-159,"Bellevue<br>2009: 5.7k, -2.7%"
Bellevue,31-33,Manufacturing,Mar Employment,2010,5336,-0.05840832892182812,-331,"Bellevue<br>2010: 5.3k, -5.8%"
Bellevue,31-33,Manufacturing,Mar Employment,2011,5462,0.02361319340329837,126,"Bellevue<br>2011: 5.5k, 2.4%"
Bellevue,31-33,Manufacturing,Mar Employment,2012,5881,0.07671182716953506,419,"Bellevue<br>2012: 5.9k, 7.7%"
Bellevue,31-33,Manufacturing,Mar Employment,2013,5972,0.015473558918551289,91,"Bellevue<br>2013: 6.0k, 1.5%"
Bellevue,31-33,Manufacturing,Mar Employment,2014,5198,-0.12960482250502348,-774,"Bellevue<br>2014: 5.2k, -13.0%"
Bellevue,31-33,Manufacturing,Mar Employment,2015,5451,0.04867256637168138,253,"Bellevue<br>2015: 5.5k, 4.9%"
Bellevue,31-33,Manufacturing,Mar Employment,2016,5012,-0.0805356815263254,-439,"Bellevue<br>2016: 5.0k, -8.1%"
Bellevue,31-33,Manufacturing,Mar Employment,2017,4904,-0.02154828411811649,-108,"Bellevue<br>2017: 4.9k, -2.2%"
Bellevue,31-33,Manufacturing,Mar Employment,2018,4861,-0.008768352365415955,-43,"Bellevue<br>2018: 4.9k, -0.9%"
Bellevue,31-33,Manufacturing,Mar Employment,2019,4872,0.002262908866488278,11,"Bellevue<br>2019: 4.9k, 0.2%"
Bellevue,31-33,Manufacturing,Mar Employment,2020,4651,-0.045361247947454886,-221,"Bellevue<br>2020: 4.7k, -4.5%"
Bellevue,31-33,Manufacturing,Mar Employment,2021,3762,-0.1911416899591486,-889,"Bellevue<br>2021: 3.8k, -19.1%"
Bellevue,"42, 44-45",Trade,Mar Employment,2000,22230,NA,NA,NA
Bellevue,"42, 44-45",Trade,Mar Employment,2001,21472,-0.03409806567701301,-758,"Bellevue<br>2001: 21.5k, -3.4%"
Bellevue,"42, 44-45",Trade,Mar Employment,2002,20187,-0.05984538002980622,-1285,"Bellevue<br>2002: 20.2k, -6.0%"
Bellevue,"42, 44-45",Trade,Mar Employment,2003,19989,-0.00980829246544801,-198,"Bellevue<br>2003: 20.0k, -1.0%"
Bellevue,"42, 44-45",Trade,Mar Employment,2004,19180,-0.04047225974285862,-809,"Bellevue<br>2004: 19.2k, -4.0%"
Bellevue,"42, 44-45",Trade,Mar Employment,2005,19933,0.03925964546402505,753,"Bellevue<br>2005: 19.9k, 3.9%"
Bellevue,"42, 44-45",Trade,Mar Employment,2006,20456,0.0262378969547985,523,"Bellevue<br>2006: 20.5k, 2.6%"
Bellevue,"42, 44-45",Trade,Mar Employment,2007,21063,0.02967344544387962,607,"Bellevue<br>2007: 21.1k, 3.0%"
Bellevue,"42, 44-45",Trade,Mar Employment,2008,21684,0.02948297963253088,621,"Bellevue<br>2008: 21.7k, 2.9%"
Bellevue,"42, 44-45",Trade,Mar Employment,2009,19427,-0.10408596199963105,-2257,"Bellevue<br>2009: 19.4k, -10.4%"
Bellevue,"42, 44-45",Trade,Mar Employment,2010,18778,-0.03340711381067585,-649,"Bellevue<br>2010: 18.8k, -3.3%"
Bellevue,"42, 44-45",Trade,Mar Employment,2011,19689,0.04851421876664186,911,"Bellevue<br>2011: 19.7k, 4.9%"
Bellevue,"42, 44-45",Trade,Mar Employment,2012,19621,-0.003453705114530914,-68,"Bellevue<br>2012: 19.6k, -0.3%"
Bellevue,"42, 44-45",Trade,Mar Employment,2013,20824,0.06131185974211295,1203,"Bellevue<br>2013: 20.8k, 6.1%"
Bellevue,"42, 44-45",Trade,Mar Employment,2014,20861,0.001776796004610004,37,"Bellevue<br>2014: 20.9k, 0.2%"
Bellevue,"42, 44-45",Trade,Mar Employment,2015,21576,0.03427448348593076,715,"Bellevue<br>2015: 21.6k, 3.4%"
Bellevue,"42, 44-45",Trade,Mar Employment,2016,20777,-0.03703188728216533,-799,"Bellevue<br>2016: 20.8k, -3.7%"
Bellevue,"42, 44-45",Trade,Mar Employment,2017,21992,0.05847812484959336,1215,"Bellevue<br>2017: 22.0k, 5.8%"
Bellevue,"42, 44-45",Trade,Mar Employment,2018,21943,-0.0022280829392505863,-49,"Bellevue<br>2018: 21.9k, -0.2%"
Bellevue,"42, 44-45",Trade,Mar Employment,2019,21312,-0.02875632320102084,-631,"Bellevue<br>2019: 21.3k, -2.9%"
Bellevue,"42, 44-45",Trade,Mar Employment,2020,21379,0.003143768768768762,67,"Bellevue<br>2020: 21.4k, 0.3%"
Bellevue,"42, 44-45",Trade,Mar Employment,2021,26588,0.24365031105290247,5209,"Bellevue<br>2021: 26.6k, 24.4%"
Bellevue,51,Information,Mar Employment,2000,11373,NA,NA,NA
Bellevue,51,Information,Mar Employment,2001,12720,0.11843840675283568,1347,"Bellevue<br>2001: 12.7k, 11.8%"
Bellevue,51,Information,Mar Employment,2002,11993,-0.05715408805031441,-727,"Bellevue<br>2002: 12.0k, -5.7%"
Bellevue,51,Information,Mar Employment,2003,10701,-0.10772950888018007,-1292,"Bellevue<br>2003: 10.7k, -10.8%"
Bellevue,51,Information,Mar Employment,2004,10116,-0.05466778805719097,-585,"Bellevue<br>2004: 10.1k, -5.5%"
Bellevue,51,Information,Mar Employment,2005,11110,0.09826018189007524,994,"Bellevue<br>2005: 11.1k, 9.8%"
Bellevue,51,Information,Mar Employment,2006,10598,-0.046084608460846055,-512,"Bellevue<br>2006: 10.6k, -4.6%"
Bellevue,51,Information,Mar Employment,2007,11917,0.12445744480090593,1319,"Bellevue<br>2007: 11.9k, 12.4%"
Bellevue,51,Information,Mar Employment,2008,11745,-0.014433162708735403,-172,"Bellevue<br>2008: 11.7k, -1.4%"
Bellevue,51,Information,Mar Employment,2009,11337,-0.034738186462324405,-408,"Bellevue<br>2009: 11.3k, -3.5%"
Bellevue,51,Information,Mar Employment,2010,17338,0.5293287465819883,6001,"Bellevue<br>2010: 17.3k, 52.9%"
Bellevue,51,Information,Mar Employment,2011,17267,-0.004095051332333566,-71,"Bellevue<br>2011: 17.3k, -0.4%"
Bellevue,51,Information,Mar Employment,2012,17193,-0.004285631551514402,-74,"Bellevue<br>2012: 17.2k, -0.4%"
Bellevue,51,Information,Mar Employment,2013,16080,-0.06473564822893041,-1113,"Bellevue<br>2013: 16.1k, -6.5%"
Bellevue,51,Information,Mar Employment,2014,16252,0.010696517412935425,172,"Bellevue<br>2014: 16.3k, 1.1%"
Bellevue,51,Information,Mar Employment,2015,16623,0.02282795963573725,371,"Bellevue<br>2015: 16.6k, 2.3%"
Bellevue,51,Information,Mar Employment,2016,18159,0.09240209348493056,1536,"Bellevue<br>2016: 18.2k, 9.2%"
Bellevue,51,Information,Mar Employment,2017,17242,-0.05049837546120384,-917,"Bellevue<br>2017: 17.2k, -5.0%"
Bellevue,51,Information,Mar Employment,2018,19735,0.14458879480338704,2493,"Bellevue<br>2018: 19.7k, 14.5%"
Bellevue,51,Information,Mar Employment,2019,23700,0.20091208512794534,3965,"Bellevue<br>2019: 23.7k, 20.1%"
Bellevue,51,Information,Mar Employment,2020,24337,0.026877637130801713,637,"Bellevue<br>2020: 24.3k, 2.7%"
Bellevue,51,Information,Mar Employment,2021,28368,0.16563257591321845,4031,"Bellevue<br>2021: 28.4k, 16.6%"
Bellevue,52-53,Financial Activities,Mar Employment,2000,11531,NA,NA,NA
Bellevue,52-53,Financial Activities,Mar Employment,2001,12274,0.06443500130084123,743,"Bellevue<br>2001: 12.3k, 6.4%"
Bellevue,52-53,Financial Activities,Mar Employment,2002,11760,-0.04187713866710119,-514,"Bellevue<br>2002: 11.8k, -4.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2003,12251,0.04175170068027212,491,"Bellevue<br>2003: 12.3k, 4.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2004,12739,0.039833482980981216,488,"Bellevue<br>2004: 12.7k, 4.0%"
Bellevue,52-53,Financial Activities,Mar Employment,2005,12807,0.005337938613706017,68,"Bellevue<br>2005: 12.8k, 0.5%"
Bellevue,52-53,Financial Activities,Mar Employment,2006,13917,0.08667135160459116,1110,"Bellevue<br>2006: 13.9k, 8.7%"
Bellevue,52-53,Financial Activities,Mar Employment,2007,14173,0.0183947689875692,256,"Bellevue<br>2007: 14.2k, 1.8%"
Bellevue,52-53,Financial Activities,Mar Employment,2008,13659,-0.03626613984336413,-514,"Bellevue<br>2008: 13.7k, -3.6%"
Bellevue,52-53,Financial Activities,Mar Employment,2009,11986,-0.12248334431510355,-1673,"Bellevue<br>2009: 12.0k, -12.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2010,11355,-0.05264475221091269,-631,"Bellevue<br>2010: 11.4k, -5.3%"
Bellevue,52-53,Financial Activities,Mar Employment,2011,11496,0.012417437252311814,141,"Bellevue<br>2011: 11.5k, 1.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2012,10382,-0.0969032707028532,-1114,"Bellevue<br>2012: 10.4k, -9.7%"
Bellevue,52-53,Financial Activities,Mar Employment,2013,10971,0.05673280678096715,589,"Bellevue<br>2013: 11.0k, 5.7%"
Bellevue,52-53,Financial Activities,Mar Employment,2014,11653,0.06216388661015415,682,"Bellevue<br>2014: 11.7k, 6.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2015,12157,0.04325066506479014,504,"Bellevue<br>2015: 12.2k, 4.3%"
Bellevue,52-53,Financial Activities,Mar Employment,2016,12295,0.01135148474130121,138,"Bellevue<br>2016: 12.3k, 1.1%"
Bellevue,52-53,Financial Activities,Mar Employment,2017,12350,0.004473363155754306,55,"Bellevue<br>2017: 12.4k, 0.4%"
Bellevue,52-53,Financial Activities,Mar Employment,2018,12803,0.03668016194331991,453,"Bellevue<br>2018: 12.8k, 3.7%"
Bellevue,52-53,Financial Activities,Mar Employment,2019,12896,0.007263922518159882,93,"Bellevue<br>2019: 12.9k, 0.7%"
Bellevue,52-53,Financial Activities,Mar Employment,2020,12743,-0.011864143920595538,-153,"Bellevue<br>2020: 12.7k, -1.2%"
Bellevue,52-53,Financial Activities,Mar Employment,2021,13126,0.030055716864160642,383,"Bellevue<br>2021: 13.1k, 3.0%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2000,27264,NA,NA,NA
Bellevue,54-56,Professional and Business Services,Mar Employment,2001,27240,-8.802816901408717e-4,-24,"Bellevue<br>2001: 27.2k, -0.1%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2002,23385,-0.14151982378854622,-3855,"Bellevue<br>2002: 23.4k, -14.2%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2003,22159,-0.05242676929655765,-1226,"Bellevue<br>2003: 22.2k, -5.2%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2004,20428,-0.07811724355792227,-1731,"Bellevue<br>2004: 20.4k, -7.8%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2005,23386,0.14480125318190717,2958,"Bellevue<br>2005: 23.4k, 14.5%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2006,23566,0.007696912682801704,180,"Bellevue<br>2006: 23.6k, 0.8%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2007,26934,0.1429177628787235,3368,"Bellevue<br>2007: 26.9k, 14.3%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2008,30616,0.1367045370164104,3682,"Bellevue<br>2008: 30.6k, 13.7%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2009,28146,-0.0806767703161746,-2470,"Bellevue<br>2009: 28.1k, -8.1%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2010,25493,-0.09425850920201806,-2653,"Bellevue<br>2010: 25.5k, -9.4%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2011,26024,0.020829247244341653,531,"Bellevue<br>2011: 26.0k, 2.1%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2012,25508,-0.01982785121426378,-516,"Bellevue<br>2012: 25.5k, -2.0%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2013,25797,0.011329778892896325,289,"Bellevue<br>2013: 25.8k, 1.1%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2014,28497,0.10466333294569141,2700,"Bellevue<br>2014: 28.5k, 10.5%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2015,31156,0.09330806751587883,2659,"Bellevue<br>2015: 31.2k, 9.3%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2016,31580,0.01360893567852095,424,"Bellevue<br>2016: 31.6k, 1.4%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2017,31892,0.009879670677644059,312,"Bellevue<br>2017: 31.9k, 1.0%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2018,31865,-8.466072996362595e-4,-27,"Bellevue<br>2018: 31.9k, -0.1%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2019,33757,0.05937549034991374,1892,"Bellevue<br>2019: 33.8k, 5.9%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2020,30781,-0.08815949284592828,-2976,"Bellevue<br>2020: 30.8k, -8.8%"
Bellevue,54-56,Professional and Business Services,Mar Employment,2021,28687,-0.06802897891556481,-2094,"Bellevue<br>2021: 28.7k, -6.8%"
Bellevue,61-62,Education and Health Services,Mar Employment,2000,11054,NA,NA,NA
Bellevue,61-62,Education and Health Services,Mar Employment,2001,11282,0.020626017731138147,228,"Bellevue<br>2001: 11.3k, 2.1%"
Bellevue,61-62,Education and Health Services,Mar Employment,2002,12032,0.06647757489806772,750,"Bellevue<br>2002: 12.0k, 6.6%"
Bellevue,61-62,Education and Health Services,Mar Employment,2003,12455,0.03515625,423,"Bellevue<br>2003: 12.5k, 3.5%"
Bellevue,61-62,Education and Health Services,Mar Employment,2004,13301,0.06792452830188678,846,"Bellevue<br>2004: 13.3k, 6.8%"
Bellevue,61-62,Education and Health Services,Mar Employment,2005,14435,0.08525674761296154,1134,"Bellevue<br>2005: 14.4k, 8.5%"
Bellevue,61-62,Education and Health Services,Mar Employment,2006,14606,0.011846207135434605,171,"Bellevue<br>2006: 14.6k, 1.2%"
Bellevue,61-62,Education and Health Services,Mar Employment,2007,15182,0.03943584828152824,576,"Bellevue<br>2007: 15.2k, 3.9%"
Bellevue,61-62,Education and Health Services,Mar Employment,2008,15869,0.04525095507838239,687,"Bellevue<br>2008: 15.9k, 4.5%"
Bellevue,61-62,Education and Health Services,Mar Employment,2009,16279,0.025836536643770946,410,"Bellevue<br>2009: 16.3k, 2.6%"
Bellevue,61-62,Education and Health Services,Mar Employment,2010,13806,-0.15191350820074945,-2473,"Bellevue<br>2010: 13.8k, -15.2%"
Bellevue,61-62,Education and Health Services,Mar Employment,2011,13903,0.007025930754744225,97,"Bellevue<br>2011: 13.9k, 0.7%"
Bellevue,61-62,Education and Health Services,Mar Employment,2012,15953,0.1474501906063439,2050,"Bellevue<br>2012: 16.0k, 14.7%"
Bellevue,61-62,Education and Health Services,Mar Employment,2013,14847,-0.06932865291794643,-1106,"Bellevue<br>2013: 14.8k, -6.9%"
Bellevue,61-62,Education and Health Services,Mar Employment,2014,16732,0.12696167575941275,1885,"Bellevue<br>2014: 16.7k, 12.7%"
Bellevue,61-62,Education and Health Services,Mar Employment,2015,16976,0.014582835285680051,244,"Bellevue<br>2015: 17.0k, 1.5%"
Bellevue,61-62,Education and Health Services,Mar Employment,2016,16534,-0.026036757775683372,-442,"Bellevue<br>2016: 16.5k, -2.6%"
Bellevue,61-62,Education and Health Services,Mar Employment,2017,16420,-0.006894883270835872,-114,"Bellevue<br>2017: 16.4k, -0.7%"
Bellevue,61-62,Education and Health Services,Mar Employment,2018,16778,0.02180267965895255,358,"Bellevue<br>2018: 16.8k, 2.2%"
Bellevue,61-62,Education and Health Services,Mar Employment,2019,17040,0.015615687209440843,262,"Bellevue<br>2019: 17.0k, 1.6%"
Bellevue,61-62,Education and Health Services,Mar Employment,2020,16877,-0.009565727699530568,-163,"Bellevue<br>2020: 16.9k, -1.0%"
